index,Title,Year,Database,DOI,Abstract,C1_dt,C2_validation,C3_abstract,C4_scope,abstract_words,bucket_v3,decision_v3_final,motif_v3_final
251,A Novel Error Correction Mechanism for Energy-Efficient Cyber-Physical Systems in Smart Building,2018,Scopus | Web of Science,10.1109/access.2018.2854794,"Smart building is an effective solution to address the issue of energy consumption in today's cyber-physical systems (CPSs) connected world. As an important tool to collect information from a fleet of electric appliance that installed in the building scope, a wireless sensor network is widely employed for this purpose. In this paper, we propose to incorporate forward error correction into the media access control layer of IEEE 802.15.4 standard for packets transmission, as the originally used automatic repeat request mechanism is a timing and energy consumed process that should be avoided in a noisy wireless channel of a smart building environment. Based on the developed CPS simulation platform, the bits error rate and packets error rate of convolutional codes (CCs), Reed-Solomon (RS) codes, and their concatenated codes are intensively investigated, on condition of been applied to different packet length and code rates. We show that the CCs are superior to other codes in most cases. However, the RS and CCs concatenated codes are good candidates, and the RS codes with larger symbol length are preferred for a longer packet. In this regard, future research will concentrated on non-line-of-sight wireless channel, and take the pulse interference from other devices into account. © 2018 Elsevier B.V., All rights reserved.",WEAK,FAIL,PASS,PASS,215,EXCLUDE_AUTO,EXCLURE,FAIL on C2_validation
258,Enhancing Space Management through Digital Twin: A Case Study of the Lazio Region Headquarters,2024,Scopus | Web of Science,10.3390/app14177463,"Digital Twin is becoming an increasingly powerful resource in the field of building production, replacing traditional processes in the Architecture, Engineering, Construction and Operations sector. This study is concerned with the development of a DT, enabled by Building Information Modeling, artificial intelligence, machine learning, and the Internet of Things to implement space management strategies. It proposes an application case for the Lazio Region headquarters, which has partly adopted smart working typology post-COVID-19. The aim is to create an accurate digital replica of the building based on BIM, integrated with real-time data. This will help to improve the use of space, the management of resources, and the quality of services provided to the community. It also improves energy efficiency, reducing consumption by 530.40 MWh per year and reducing greenhouse gas emissions by 641.32 tons of CO<inf>2</inf> per year. The research proposes a holistic framework for the implementation of innovative solutions in the context of public infrastructure space management through the use of digital technology, facilitating the promotion of efficiency and sustainability in decision-making and operational processes through the application of a digital methodology. © 2024 Elsevier B.V., All rights reserved.",PASS,PASS,PASS,PASS,198,INCLUDE_AUTO,INCLURE,Tous criteres PASS
261,Large-scale field demonstration of an interoperable and ontology-based energy modeling framework for building digital twins,2025,Web of Science,10.1016/j.apenergy.2025.125597,"Digital twins have emerged as a promising concept for improving building energy efficiency, but their implementation faces challenges in interoperability and adaptability. This paper presents a large-scale field demonstration of an interoperable energy modeling framework for building digital twins, using ontology-based semantic models as data sources for automated model generation and calibration of data-driven component models. The study focuses on a single floor of a hospital building, comprising 12 conditioned zones and data from 45 measuring devices. Across the 45 sensors, the model achieved average mean absolute errors of 0.40 degrees C for temperature, 32 ppm for CO2 concentration, 0.06 for valve position, and 0.04 for damper position predictions. These results demonstrate the framework's ability to generate and calibrate accurate and flexible building energy models with reduced effort. The paper also showcases the framework's practical application in exploring system modifications to improve indoor comfort, highlighting its potential for scenario analysis and decision support. The proposed approach significantly streamlines the process of creating and maintaining accurate, up-to-date energy models, offering a robust foundation for digital twin applications in the built environment.",PASS,PASS,PASS,PASS,190,INCLUDE_AUTO,INCLURE,Tous criteres PASS
266,"Digital twins model and its updating method for heating, ventilation and air conditioning system using broad learning system algorithm",2022,Scopus | Web of Science,10.1016/j.energy.2022.124040,"Digital Twins (DT) can be used for the energy efficiency management of entire life cycle of HVAC systems. The existing chiller models usually can not update in real-time, so they are not suitable for real-time interactions between DT models and real physical systems. In this paper, an intelligent DT framework is proposed for HVAC systems, which includes the equipment, data, simulation, and application layers. Broad learning system (BLS) is presented to build the simulation layer of the chiller and its DT platform. The basic BLS model is optimized to reach the best performance by choosing linear rectification function as activation function and setting batch size to 64 by enumeration method. The real HVAC system located in Zhejiang province is selected to verify the proposed method. For the first half year operation, the average mean absolute error, root mean square error and coefficient of determination (R-2) of Multi-BLS model for nine chillers can reach 9.04,15.20 and 0.98 respectively. For the second half year operation, the proposed method can be updated in 4.63s and its R-2 is 0.95. Compared with conventional models, the proposed Multi-BLS model has better prediction precision and can be updated in real-time within a shorter time.(C) 2022 Elsevier Ltd. All rights reserved.",PASS,FAIL,PASS,PASS,218,EXCLUDE_AUTO,EXCLURE,FAIL on C2_validation
268,Research on Intelligent Digital Information System Under Computer Virtual Reality Technology,2024,Scopus,10.1109/eebda60612.2024.10485859,"This paper studies and designs the digital management system of intelligent building. In this paper, a fusion application method of digital twin and intelligent building system integration is proposed. By collecting building information, weak current information and safety information inside the building, the real building entity digital model is established. According to the needs of the whole life cycle of the construction project, the corresponding simulation and demonstration models are established. A 3D visualization modeling method based on BIM is proposed and applied to the hardware and software of construction equipment. It can meet the integration needs of multiple devices, and can be used for intelligent applications of a single device. The system monitors and centrally manages all the facilities in the building. Then several important links such as management and business process are comprehensively collected and controlled, making it a unified, intensive and efficient information management system. The system can effectively improve the efficiency and quality of equipment operation, reduce energy consumption and maintenance costs. The experimental results prove the correctness and practicability of this scheme. © 2024 Elsevier B.V., All rights reserved.",PASS,PASS,PASS,PASS,184,INCLUDE_AUTO,INCLURE,Tous criteres PASS
270,Digital Twin-Enabled Building Information Modeling–Internet of Things (BIM-IoT) Framework for Optimizing Indoor Thermal Comfort Using Machine Learning,2025,Scopus,10.3390/buildings15101584,"As the world moves toward a low-carbon future, a key challenge is improving buildings’ energy performance while maintaining occupant thermal comfort. Emerging digital tools such as the Internet of Things (IoT) and Building Information Modeling (BIM) offer significant potential, enabling precise monitoring and control of building systems. However, integrating these technologies into a unified Digital Twin (DT) framework remains underexplored, particularly in relation to thermal comfort. Additionally, real-world case studies are limited. This paper presents a DT-based system that combines BIM and IoT sensors to monitor and control indoor comfort in real time through an easy-to-use web platform. By using BIM spatial and geometric data along with real-time data from sensors, the system visualizes thermal comfort using a simplified Predicted Mean Vote (sPMV) index. Furthermore, it also uses a hybrid machine learning model that combines Facebook Prophet and Long Short-Term Memory (LSTM) to predict the future indoor environmental parameters. The framework enables Model Predictive Control (MPC) while providing building managers with a scalable tool to collect, analyze, visualize, and optimize thermal comfort data in real time. © 2025 Elsevier B.V., All rights reserved.",PASS,PASS,PASS,PASS,190,INCLUDE_AUTO,INCLURE,Tous criteres PASS
272,Cyber-Enabled Optimization of HVAC System Control in Open Space of Office Building,2023,Scopus | Web of Science,10.3390/s23104857,"Thermal comfort is crucial to well-being and work productivity. Human thermal comfort is mainly controlled by HVAC (heating, ventilation, air conditioning) systems in buildings. However, the control metrics and measurements of thermal comfort in HVAC systems are often oversimplified using limited parameters and fail to accurately control thermal comfort in indoor climates. Traditional comfort models also lack the ability to adapt to individual demands and sensations. This research developed a data-driven thermal comfort model to improve the overall thermal comfort of occupants in office buildings. An architecture based on cyber-physical system (CPS) is used to achieve these goals. A building simulation model is built to simulate multiple occupants’ behaviors in an open-space office building. Results suggest that a hybrid model can accurately predict occupants’ thermal comfort level with reasonable computing time. In addition, this model can improve occupants’ thermal comfort by 43.41% to 69.93%, while energy consumption remains the same or is slightly reduced (1.01% to 3.63%). This strategy can potentially be implemented in real-world building automation systems with appropriate sensor placement in modern buildings. © 2023 Elsevier B.V., All rights reserved.",WEAK,PASS,PASS,PASS,191,BORDERLINE,INCLURE,"CPS open-space office HVAC, hybrid model validation"
273,Co-zyBench: Using Co-Simulation and Digital Twins to Benchmark Thermal Comfort Provision in Smart Buildings,2024,IEEE Xplore | Scopus | Web of Science,10.1109/percom59722.2024.10494430,"Heating, Ventilation, and Air Conditioning (HVAC) systems account for 40% to 50% of energy usage in commercial buildings. Thus, innovative ways to control and manage HVAC systems while preserving occupants' comfort are required. State-of-the-art solutions employ pervasive systems with sensors or smart devices to gauge individual thermal sensations, yet assessing these methods is challenging. Real-world experiments are expensive, limited in access, and often overlook occupant and regional diversity. To address this, we introduce Co-zyBench, a benchmark tool using a Digital Twin (DT) approach for evaluating personalized thermal comfort systems. It employs a co-simulation middleware interfacing between a DT of the smart building and its HVAC system and another DT representing occupants' dynamic thermal preferences in various spaces. The DTs that support Co-zyBench are generated based on information, including data captured by sensors, of the space in which the thermal comfort system has to be evaluated. Co-zyBench incorporates metrics for energy consumption, thermal comfort, and occupant equality. It also features reference DTs based on standard buildings, HVAC systems, and occupants with diverse thermal preferences. © 2024 Elsevier B.V., All rights reserved.",PASS,PASS,PASS,PASS,188,INCLUDE_AUTO,INCLURE,Tous criteres PASS
275,Cyber-physical systems improving building energy management: Digital twin and artificial intelligence,2021,Scopus | Web of Science,10.3390/en14082338,"The research explores the potential of digital-twin-based methods and approaches aimed at achieving an intelligent optimization and automation system for energy management of a residential district through the use of three-dimensional data model integrated with Internet of Things, artificial intelligence and machine learning. The case study is focused on Rinascimento III in Rome, an area consisting of 16 eight-floor buildings with 216 apartment units powered by 70% of self-renewable energy. The combined use of integrated dynamic analysis algorithms has allowed the evaluation of different scenarios of energy efficiency intervention aimed at achieving a virtuous energy management of the complex, keeping the actual internal comfort and climate conditions. Meanwhile, the objective is also to plan and deploy a cost-effective IT (information technology) infrastructure able to provide reliable data using edge-computing paradigm. Therefore, the developed methodology led to the evaluation of the effectiveness and efficiency of integrative systems for renewable energy production from solar energy necessary to raise the threshold of self-produced energy, meeting the nZEB (near zero energy buildings) requirements. © 2021 Elsevier B.V., All rights reserved.",PASS,PASS,PASS,WEAK,184,BORDERLINE,EXCLURE,Rome 16 buildings 216 apartments residential district
278,Dynamic Modeling of Smart Buildings Energy Consumption: A Cyber-Physical Fusion Approach,2021,Scopus,10.1109/ispec53008.2021.9735981,"Energy consumption modeling constitutes an imperative step towards improving energy efficiency of smart buildings. In this context, conventional static modeling methods are not fully accurate, since the energy consumption is generally affected by multiple time-dependent factors. In order to address this limitation, this paper proposes a dynamic modeling method based on cyber-physical fusion techniques. First, the physical model of energy consumption simulation involving multiple time windows is constructed. Second, combined with the analysis of key processes and real scenarios, the heat exchange coefficient of the building envelope and the correction coefficient of air-conditioning cooling capacity are identified as key parameters for the consumption model. Subsequently, a novel parameter identification method based on one-dimensional deep convolutional network is proposed to determine the above key parameters, which are later employed by the physical model to further calibrate its accuracy. Case studies on a real-world building environment demonstrate that the proposed cyber-physical method outperforms the conventional physical methods in terms of better accuracy for energy consumption estimation. © 2022 Elsevier B.V., All rights reserved.",WEAK,PASS,PASS,PASS,177,BORDERLINE,INCLURE,"CPS dynamic modeling smart building, real-world validation"
283,A Case Study of a Microgrid for a Nearly Zero-Energy Refurbished Isolated House,2025,Scopus,10.1109/icps64254.2025.11030351,"Buildings and houses represent the largest energy- consuming sector, making energy efficiency a paramount concern in renovation projects. Building automation, coupled with redesigned electrical and thermal systems, offers significant potential for energy savings, improved comfort, and enhanced functionality. Recent policies have introduced the Nearly Zero-Energy Building (NZEB) standard, challenging us to develop refurbishment models that achieve NZEB qualification while addressing the technical and economic constraints of existing buildings. The use of renewables, storage, and high-efficiency automation systems are most readily applicable for isolated houses and villas where a microgrid that integrates all the technologies can be implemented. This article presents a model applicable to older houses, illustrated by a case study of an isolated residential unit (IRU) located in the south of Italy. Using a digital modelling design software, the digital twin of the building was created, through which an energy analysis was carried out; subsequently, the model was used as an operational graphical interface in the management of the microgrid using the building automation system (BACS). © 2025 Elsevier B.V., All rights reserved.",PASS,PASS,PASS,PASS,176,INCLUDE_AUTO,INCLURE,Tous criteres PASS
285,"DIGITAL TWIN MODEL FOR ZERO-ENERGY DISTRICTS: THE CASE STUDY OF ANZIO PORT, ITALY",2022,Scopus,10.2495/sc220291,"A digital twin (DT) for a built environment is able to predict performances and behaviours across the life cycle through the implementation of predictive models and the real-time monitoring systems. In the present paper, a DT application is described in order to transform port areas in zero-energy districts (ZED) in Italy. The project case study is the port of Anzio, as it is a particularly representative sample of a port in the Mediterranean Sea. The study focuses on energy management strategies for the existing structures integrated with production systems through renewable energy systems (RESs) for sustainable mobility. The energy analysis of the area highlights the potential of DT, combining building information modelling (BIM) and geographic information system (GIS) to evaluate different multi-scale scenarios maximizing benefits of energy efficiency strategies. The proposed DT framework of the Anzio port acquires energy data, presence data, projection of displacements and accesses, among others, together with the data acquired by the distributed sensors allowing elaborations, correlations, scenario simulations and providing insights through dashboards and data visualization. © 2023 Elsevier B.V., All rights reserved.",PASS,PASS,PASS,PASS,181,INCLUDE_AUTO,INCLURE,Tous criteres PASS
287,DIGITAL TWIN-BASED RESILIENCE EVALUATION OF DISTRICT-SCALE ARCHETYPES A COVID-19 scenario case study using a university campus pilot,2022,Scopus,10.52842/conf.caadria.2022.1.525,"District-scale energy demand models can be powerful tools for understanding interactions in complex urban areas and optimising energy systems in new developments. The process of coupling characteristics of urban environments with simulation software to achieve accurate results is nascent. We developed a digital twin through a web map application for a 170ha district-scale university campus as a pilot. The impact on the built environment is simulated with pandemic (COVID-19) and climate change scenarios. The former can be observed through varying occupancy rates and average cooling loads in the buildings during the lockdown period. The digital twin dashboard was built with visualisations of the 3D campus, real-time data from sensors, energy demand simulation results from the City Energy Analyst (CEA) tool, and occupancy rates from WiFi data. The ongoing work focuses on formulating a resilience assessment metric to measure the robustness of buildings to these disruptions. This district-scale digital twin demonstration can help in facilities management and planning applications. The results show that the digital twin approach can support decarbonising initiatives for cities. © 2024 Elsevier B.V., All rights reserved.",PASS,PASS,PASS,FAIL,184,EXCLUDE_AUTO,EXCLURE,FAIL on C4_scope
289,Digital Twin-Based Assessment Framework For Monitoring Visual Comfort,2024,IEEE Xplore,10.1109/melecon56669.2024.10608560,"A digital twin is a virtual depiction of a real-world building environment. The ongoing rapid development of the sensor system and the database is expediting the creation of a digital twin. The decision support system that incorporates digital twins is anticipated to aid designers and operators in establishing an optimal design and control strategy. This study addresses this gap by applying Digital Twin technology to optimize visual comfort in a real-world laboratory setting. The research integrates theoretical understanding of visual ergonomics with practical application, using a case study approach. The objective was to develop a Digital Twin model that simulates critical visual comfort parameters (e.g. illuminance levels, Daylight Factor and glare conditions). The case study is the Solarlab locate in the Engineering Department of the University of Palermo. This study aims to demonstrates the impact of Digital Twin technology in enhancing visual comfort within indoor environments. Through innovative applications in a laboratory setting, it highlights the potential of Digital Twins in optimizing lighting and shading systems, thereby contributing significantly to energy efficiency and user well-being.",PASS,PASS,PASS,PASS,179,INCLUDE_AUTO,INCLURE,Tous criteres PASS
291,Modular Digital Twin for Air Handling Units,2024,IEEE Xplore,10.1109/etfa61755.2024.10710856,"In recent years, the escalating challenges of climate change and the imperative for sustainable development have catalyzed the need for more energy-efficient buildings. The use of digital twins has been accelerated by advances in Internet of Things (IoT) sensors, data analytics, and novel computational methods. A new digital twin system is introduced in this paper for the modeling of Air Handling Units (AHUs), designed to accurately simulate the energy behavior and consumption of the system. The digital twin, called AHUSim, leverages an accurate mathematical model of the AHU, a modular architecture, a simple organization of the code and the use of modern tools and approaches for the implementation. This paper details the development, implementation, and validation of AHUSim, underlining its potential impact on reducing energy consumption and operational costs in buildings, thereby contributing to the broader goals of energy efficiency and sustainability. Preliminary results show the usage of AHUSim to model the physical variables that are involved in the functioning of an AHU, and the results that can be obtained in terms of assessment of energy consumption under different working conditions.",PASS,PASS,PASS,PASS,182,INCLUDE_AUTO,INCLURE,Tous criteres PASS
293,"Parametric Digital Twins for Preserving Historic Buildings: A Case Study at Löfstad Castle in Östergötland, Sweden",2025,Scopus,10.1109/access.2024.3525442,"This study showcases the digitalization of Löstad Castle in Sweden to contribute to preserving its heritage values. The castle and its collections are deteriorating due to an inappropriate indoor climate. To address this, thirteen cloud-connected sensor boxes, equipped with 84 sensors, were installed throughout the main building, from the basement to the attic, to continuously monitor various indoor environmental parameters. The collected extensive multi-parametric data form the basis for creating a parametric digital twin of the building. The digital twin and detailed data analytics offer a deeper understanding of indoor climate and guide the adoption of appropriate heating and ventilation strategies. The results revealed the need to address high humidity problems in the basement and on the ground floor, such as installing vapor barriers. Opportunities for adopting energy-efficient heating and ventilation strategies on the upper floors were also highlighted. The digitalization solution and findings are not only applicable to Löfstad Castle but also provide valuable guidance for the conservation of other historic buildings facing similar challenges. © 2025 Elsevier B.V., All rights reserved.",PASS,PASS,PASS,PASS,176,INCLUDE_AUTO,INCLURE,Tous criteres PASS
294,The role of HVAC controls in building Digital Twins: lessons learned from demonstration buildings with an application to air handling units,2023,Scopus,10.26868/25222708.2023.1434,"This study investigates how information about the controls of heating, ventilation and air-conditioning (HVAC) systems can be gathered from building automation systems for the creation of Digital Twins in Building Performance Simulation (BPS). The concept of Digital Twins in BPS environments is commonly used for Fault Detection and Diagnosis or performance gap analysis during operation. In the creation, often emphasis is put on building physics or user behavior. In modern buildings, automation systems play an important role to guarantee user comfort requirements as well as an energy efficient operation. To replicate the behavior of real HVAC systems in Building Performance Simulations, the underlying control logic has to be known. To gather this information in operation we have investigated three sources: firstly, documentation from the design phase including already existing simulation models, secondly, the control code on automation systems and thirdly, reverse engineering from measured data. The study focuses on air handling units and is based on experiences in state-of-the-art building demonstrators from research projects in Sweden and Germany. © 2023 Elsevier B.V., All rights reserved.",PASS,PASS,PASS,PASS,179,INCLUDE_AUTO,INCLURE,Tous criteres PASS
296,Design Automation for Smart Building Systems,2018,IEEE Xplore | Scopus,10.1109/jproc.2018.2856932,"Smart buildings today are aimed at providing safe, healthy, comfortable, affordable, and beautiful spaces in a carbon and energy-efficient way. They are emerging as complex cyber-physical systems with humans in the loop. Cost, the need to cope with increasing functional complexity, flexibility, fragmentation of the supply chain, and time-to-market pressure are rendering the traditional heuristic and ad hoc design paradigms inefficient and insufficient for the future. In this paper, we present a platform-based methodology for smart building design. Platform-based design (PBD) promotes the reuse of hardware and software on shared infrastructures, enables rapid prototyping of applications, and involves extensive exploration of the design space to optimize design performance. In this paper, we identify, abstract, and formalize components of smart buildings, and present a design flow that maps high-level specifications of desired building applications to their physical implementations under the PBD framework. A case study on the design of on-demand heating, ventilation, and air conditioning (HVAC) systems is presented to demonstrate the use of PBD. © 2020 Elsevier B.V., All rights reserved.",WEAK,PASS,PASS,PASS,179,BORDERLINE,INCLURE,CPS HVAC case study smart building design
300,Cost optimization of electrical usage with customizable comfort considerations,2018,IEEE Xplore,10.1109/icasi.2018.8394560,"Optimized control of the environment features such as temperature is often generalized for the majority of people; however, a specific user might not find the controlled results are optimal for him/her. Based on the popular Predicted Mean Vote (PMV) as an indoor thermal comfort index and real-time human feedback, this work presents a cyber-physical system with user-optimized control strategy that trades off between power consumption and user-specific comfort. First the range of PMV values is dynamically revised according to an individual's preference. Then particle swarm optimization (PSO) is used to find a thermal setting for air-conditioners such that within the user acceptable range of thermal comfort a user-given tradeoff between the power consumption and thermal comfort is achieved. Compared with fixed PMV settings, the proposed control method can more effectively maintain the PMV value within the occupant comfort range. If the user likes a warmer thermal comfort environment, the system can save over 25% of power consumption. If the user likes a cooler thermal comfort environment, the system will spend more than 15% of power consumption, but gain more than 68.3% of comfort.",WEAK,FAIL,PASS,PASS,192,EXCLUDE_AUTO,EXCLURE,FAIL on C2_validation
306,Digital Twin for Acoustics and Stage Craft Facility Management in a Multipurpose Hall,2023,Scopus | Web of Science,10.3390/acoustics5040053,"Digital twins aim to virtually replicate the static and dynamic building characteristics through real-time connectivity between virtual and physical counterparts. Despite its potential, research into digital twins for facility management (FM) in multipurpose spaces is at an early stage, especially to control and optimize the various uses and configuration layouts. One of the major barriers to the adoption of digital twin technology in multipurpose buildings is the lack of interoperability, primarily between building information modeling (BIM) and Internet of things (IoT) data sources. This paper presents a possible digital-twin architecture to enable digital-twin applications aiming to impact building performance, acting on the facility management of stagecraft and variable acoustic architectural elements to control the reverberation time in real time. The case study of Roberto De Silva Multipurpose Hall is presented, in which the indoor acoustic quality is controlled by the digital twin that returns the reverberation time output as a function of stage equipment layouts, variable acoustic elements and hall occupancy. © 2023 Elsevier B.V., All rights reserved.",PASS,PASS,PASS,PASS,171,INCLUDE_AUTO,INCLURE,Tous criteres PASS
307,Development of an energy digital twin from a hotel supervision system using building energy modelling,2023,Scopus,10.1088/1742-6596/2600/3/032014,"In this work, the utilization of the supervision system of a five-story hotel located in Northern Italy as tool to calibrate and validate a building energy model (BEM) is evaluated. The BEM is created using the TRNSYS simulation environment with the aim to develop a digital twin, to study the energy consumption of the building-HVAC system. The procedure for the supervision system preparation and the data analysis procedure is presented. The digital twin is then used to compare two control strategies for the thermostats’ control during summer to increase the energy efficiency of the building-HVAC system, and to use the heat storage properties of the building envelope to shift and shave the peaks of power demands. Control rules that allow a better match between electrical energy demand and availability, developed, and tested using the BEM, are pursued with the final goal to prepare the inclusion of the hotel in a smart grid. The building is modelled using TRNSYS Type 56 as a multi-zone building, with 96 thermal zones while the building monitoring is performed during the summer season from June to October 2022. © 2023 Elsevier B.V., All rights reserved.",PASS,PASS,PASS,PASS,194,INCLUDE_AUTO,INCLURE,Tous criteres PASS
311,Biscuit: Building intelligent system customer investment tools,2019,Scopus,10.1016/j.egypro.2019.01.495,"Smart buildings as human-cyber-physical systems (h-CPSs) are capable of providing intelligent services, such as indoor positioning, personalized lighting, demand-based heating ventilation and air-conditioning, and automatic fault detection and recovery, just to name a few. However, most buildings nowadays lack the basic components and infrastructure to support such services. The investment decision of intelligent system design and retrofit can be a daunting task, because it involves both hardware (sensors, actuators, servers) and software (operating systems, service algorithms), which have issues of compatibility, functionality constraints, and opportunities of co-design of synergy. This work proposes a user-oriented investment decision toolset aimed at handling the complexity of exploration in the large design space and to enhance cost-effectiveness, energy efficiency, and human-centric values. The toolset is demonstrated in a case study to retrofit a medium-sized building, where it is shown to propose a design that significantly lowers the overall investment cost while achieving user specifications. © 2019 Elsevier B.V., All rights reserved.",WEAK,PASS,PASS,PASS,167,BORDERLINE,EXCLURE,"Investment decision toolset, pas DT operation"
314,Enhancing Public Building Energy Efficiency Through Digital Twin Modeling and Iterative Simulation: A Sustainable Approach,2024,IEEE Xplore | Scopus,10.1109/icecce63537.2024.10823633,"The digital twin of a public building, Città Metropolitana di Milano, is simulated to analyze energy consumption and efficiency under various operational conditions and assumptions. Iterative simulations identified key measures for reducing energy consumption and enhancing efficiency, focusing on window glazing, reduced lighting power density, and solar panel integration, considering constant HVAC systems and schedules. The analysis compares a base case with existing characteristics to a proposed case incorporating energy-efficient measures, yielding improvements in energy performance. These strategies reduce reliance on fossil fuel-based energy and promote a transition to sustainable energy sources. These performance measures reduce reliance on fossil fuel-based energy consumption and pave the way toward greener and more sustainable energy resources-based energy consumption as per UN SGDs 7 and 11. This research will be a valuable tool for policymakers and building managers to visualize real-time energy performance to ensure improved energy efficiency and predictive maintenance. © 2025 Elsevier B.V., All rights reserved.",PASS,WEAK,PASS,PASS,159,BORDERLINE,INCLURE,"DT public building Milano, iterative simulation"
316,Artificial Intelligence and a Digital Twin are effecting building energy Management,2022,IEEE Xplore | Scopus,10.1109/icses55317.2022.9914233,"Using a three-dimensional data model connected to the Internet of Things, artificial intelligence, and machines, the study looks into the possibility of using digital twin-based techniques and methods to create an intelligent optimization and automation system to manage energy in a residential area. The Rinascimento III neighbourhood in Rome is the focus of the case study. It has 16 eight-story buildings with 216 apartments that are powered by renewable energy for 70% of the time. Because the complex has dynamic analytic algorithms built in, many different energy-efficient intervention scenarios can be tested to make sure the real comfort and temperature levels of the complex are kept. At the same time, a reliable IT infrastructure based on advanced computing paradigms that can deliver data is being designed and put into place. To meet NZEB criteria, a method was created to analyse the efficiency and effectiveness of integrated systems for producing renewable energy from solar energy. This is needed to raise the threshold of self-produced energy (near zero energy buildings). © 2022 Elsevier B.V., All rights reserved.",PASS,PASS,PASS,FAIL,180,EXCLUDE_AUTO,EXCLURE,FAIL on C4_scope
321,DEMO: Web-CozyBench - A Web-Based Platform to Benchmark Thermal Comfort Provision Using Digital Twins,2025,IEEE Xplore | Scopus,10.1109/smartcomp65954.2025.00051,"Providing individual thermal comfort to occupants while minimizing energy use is a significant challenge in smart building management. Simulation-based benchmarks such as CozyBench have been developed to evaluate occupant-centric thermal comfort provision systems using Digital Twin (DT) models of buildings and occupants. In this paper, we present Web-CozyBench, a web-based platform that extends CozyBench by offering an intuitive, user-friendly interface for configuring experiments, running co-simulations, and visualizing results. Web-CozyBench lowers the barrier to entry for researchers and practitioners to benchmark thermal comfort provision systems by eliminating the need to directly handle complex simulation configurations. We outline the system design of Web-CozyBench and demonstrate its usage through a step-by-step scenario. The demonstration showcases how users can easily set up building and occupant digital twins, select a control strategy, run the simulation, and analyze performance metrics such as comfort and energy efficiency through the web interface. © 2025 Elsevier B.V., All rights reserved.",PASS,PASS,PASS,PASS,161,INCLUDE_AUTO,INCLURE,Tous criteres PASS
323,A hybrid intelligent control based cyber-physical system for thermal comfort in smart homes,2019,Scopus,10.1504/ijahuc.2019.098863,"With the fast development of human society, as environmental issues have drawn incomparable attention, energy efficiency is playing a significant role in residential buildings. Meanwhile, spending more time in homes leads people to constantly improve comfort there. Considering the fact that space heating makes a great contribution to residential energy consumption and thermal comfort, this paper presents a novel hybrid intelligent control (HIC) system to manage space heating devices in a smart home with advanced technologies to save energy while to increase thermal comfort level. The approach combines a meta-heuristic algorithm used to compute a setpoint from the Predicted Mean Vote model with a Proportional-Integral-Derivative controller for indoor temperature regulation. In order to validate the system, computer simulations are conducted and analysed. The results indicate the proposed control system can provide better thermal comfort comparing with other conventional and intelligent control methods, and consume less energy when demand response is considered. © 2024 Elsevier B.V., All rights reserved.",WEAK,PASS,PASS,PASS,161,BORDERLINE,INCLURE,"CPS smart home thermal comfort, simulation validation"
325,Transfer Learning-based Hybrid Modeling Approach for Indoor Temperature Modeling,2022,IEEE Xplore | Scopus,10.1109/iecon49645.2022.9968939,"Indoor temperature modeling has been a vital component to develop accurate digital twins and smart controllers for buildings. Hybrid (also known as gray-box) modeling caught significant attention from the literature for this task. Combining the accumulated physical knowledge we have about thermal behavior with modern data-driven techniques promises more accurate and stable prediction models which can be used in various applications. However, methods such as data-driven parameter optimization and constrained training proposed in the literature show practical limitations such as high computational expense and software incompatibilities. In this paper we propose a transfer learning-based hybrid modeling approach where a CNN-LSTM model is pre-trained with the simulation data and then refined with the real-life data, thus, creating a completely data-driven hybrid model. We compared our approach to the same CNN-LSTM architecture trained only on real-life data. We reported significant accuracy and stability increases with the proposed approach. © 2024 Elsevier B.V., All rights reserved.",PASS,FAIL,PASS,PASS,163,EXCLUDE_AUTO,EXCLURE,FAIL on C2_validation
326,Optimizing Building Performance: A Novel Digital Twin Framework for Enhanced Thermal Comfort,2024,IEEE Xplore | Scopus,10.1109/synergymed62435.2024.10799267,"Digital Twin (DT) technology has evolved from a theoretical concept to a practical tool with widespread applications. In the built environment, DT serves as a virtual representation of physical buildings, integrating data from sensors, Building Information Modeling (BIM), and historical performance to monitor, analyze, and optimize building operations. Despite extensive research in this field, gaps remain, particularly in providing quantitative results and integrating DT frameworks with building control systems. Addressing these gaps, this study proposes a novel DT framework designed to optimize building performance. Utilizing BIM, data visualization tools, and a custom Building Energy Model (BEM), the framework offers real-time feedback to control systems, tested in a virtual environment (Simulation In the Loop - SIL) to demonstrate its benefits, particularly in optimizing thermal comfort by providing energy consumption insights. Quantitative analyses highlight the potential of DT technology in enhancing building performance. © 2025 Elsevier B.V., All rights reserved.",PASS,PASS,PASS,PASS,148,INCLUDE_AUTO,INCLURE,Tous criteres PASS
