Title,Abstract,Year,Authors,DOI,Source,Keywords,Database,Document_Type
Adaptive optimization for smart operation of cyber-physical systems: A thermostatic zoning test case,"In the current state of the art load management and demand response actions in smart buildings are often predetermined by a field engineer to a fixed set of (rule-based) options. This fixed set of options often neglects the cyber-physical nature of the building dynamics, thermostatic action and building automation system. In this work we will combine a rule-based load management program with a learning feedback load management program that can operate on top of the rules. We demonstrate via extensive simulations the effectiveness of the program for intelligent management of the heating, ventilating and air conditioning (HVAC) loads so as to exploit renewable energy sources, while taking into account human-related constraints like thermal comfort. © 2017 Elsevier B.V., All rights reserved.",2017,"Korkas, C.; Baldi, S.; Kosmatopoulos, E.",10.1109/icca.2017.8003064,"IEEE International Conference on Control and Automation, ICCA",Demand-side management; Occupancy information; Thermal comfort optimization ; Automation; Cyber Physical System; Demand side management; Electric load management; Electric power plant loads; Electric utilities; Embedded systems; Intelligent buildings; Renewable energy resources; Structural dynamics; Thermal comfort; Adaptive optimization; Building automation systems; Building dynamics; Extensive simulations; Intelligent management; Management programs; Occupancy information; Renewable energy source; Air conditioning,Scopus,Conference paper
Demo abstract: TWIST Actu - A RESTful testbed platform for remote experimentation with building automation sensors and actuators,"The TWIST Actu platform is aimed at extending the capabilities of the TWIST testbed at TU Berlin with support for remote experiments involving building automation sensors and actuators, as part of a wider effort to migrate the testbed from a pure sensor network testbed to one that can also effectively host more challenging cyber-physical system experimental scenarios. In this demo paper we summarize the main features of the hardware and software architecture of TWIST Actu, focusing on the design of the RESTful remote experimentation API that supports a ""Testbed as a Service"" model of use of the testbed resources. We also present a prototype implementation of the platform and scenario for demonstrating its capabilities. © 2012 Authors. © 2013 Elsevier B.V., All rights reserved.",2012,"Kumar, S.V.; Handziski, V.",10.1145/2422531.2422571,,; Building automation; Cyber physical systems (CPSs); Hardware and software; Prototype implementations; Remote experimentation; Remote experiments; Sensor network test-bed; Sensors and actuators; Test-bed platform; Actuators; Embedded systems; Energy efficiency; Experiments; Intelligent buildings; Sensor networks; Testbeds,Scopus,Conference paper
Calibration and validation of physics-based data-driven models for simulating the thermal behavior of indoor spaces in an assisted living facility,"A case study represented by an assisted living facility in Norway is modeled utilizing physics-based data-driven digital twin (DT) of the indoor thermal spaces with indoor temperature. Autoregressive Distributed Lag (ARDL), Machine Learning (ML), and Non-linear Autoregressive (NARX) models with timeseries and sliding-window cross-validation are compared. Results show that NARX models have the highest accuracy, with a MAPE score of 0.03%. In addition, the sliding-window enhanced the models'accuracy and reduced the cyclical pattern for the autocorrelated values. The HVAC systems in this study case are representative of those found in Norwegian buildings, making the digital twin calibration applicable to other facilities. © 2024 Elsevier B.V., All rights reserved.",2024,"Campodonico Avendano, I.A.; Dadras Javan, F.; Najafi, B.; Moazami, A.",10.1051/e3sconf/202456211003,E3S Web of Conferences,;,Scopus | Web of Science,Conference paper
An energy management system for building structures using a multi-agent decision-making control methodology,"Building energy management systems (BEMS) must consider energy utilization efficiency improvement, energy cost reduction, and renewable energy technology utilization in order to serve local energy loads in building structures with dispersed resources. The distributed management of building energy system proposed in this paper utilizes a semi-centralized decision-making methodology using multi-agent systems for BEMS for electrical, heating, and cooling energy zones with combined heat and power system optimizations aimed at improving energy efficiency and reducing energy costs. A case study is presented to demonstrate the validity of the proposed energy management scheme. © 1972-2012 IEEE. © 2013 Elsevier B.V., All rights reserved.",2013,"Zhao, P.; Suryanarayanan, S.; Simoes, M.G.",10.1109/tia.2012.2229682,IEEE Transactions on Industry Applications,Building energy management systems (BEMS); cyber-physical systems (CPS); distributed generation; multi-agent systems (MAS); net-zero energy buildings ; Building energy management systems; Building energy systems; Building structure; Combined heat and power system; Control methodology; Cooling energy; Cyber physical systems (CPSs); Distributed management; Energy cost; Energy cost reduction; Energy management schemes; Energy management system; Energy utilization efficiency; In-buildings; Local energy; Multi agent system (MAS); Renewable energy technologies; Distributed power generation; Embedded systems; Energy efficiency; Energy utilization; Multi agent systems; Decision making,Scopus,Article
Unlocking Efficiency: The Hidden Cost of Small HVAC Faults,"This article highlights the significant impact of small faults in heating, ventilation, and air conditioning (HVAC) systems on energy efficiency and operational costs, using a case study from Northern Sweden. Even minor malfunctions, such as a faulty heat exchanger sensor, can lead to drastic inefficiencies and increased energy waste, with financial consequences for homeowners. This article emphasizes the importance of regular maintenance and monitoring and explores the potential of emerging technologies such as industrial AI, cyber–physical systems (CPSs), and digital twins (DTs) to revolutionize HVAC optimization. By adopting proactive strategies, both energy efficiency and sustainability goals can be achieved.",2024,J. Lin; X. Zhang,10.1109/mrl.2024.3480047,IEEE Reliability Magazine,; HVAC;Maintenance engineering;Buildings;Sensors;Energy efficiency;Sensor systems;Water heating;Sustainable development;Prognostics and health management;Optimization;Fault diagnosis;Ventilation;Heating systems;Air conditioning,IEEE Xplore,
A cost-energy trade-off model in smart energy grids,"The growing application of ICT in the management of power generation and distribution plants is one of most sensitive case studies in the field of cyber-physical systems. At the date, several technologies and devices are present to improve the efficiency of these infrastructures giving to system engineers and practitioners a good set of mechanisms to optimise energy efficiency of the nodes. This paper defines a quantitative model that can be used to choose the smart-home logic able to maximise acquired/consumed energy and minimise costs. The model is based on the Fluid Stochastic Petri Net formalism and has been built according to compositional modelling approaches. © 2015 Elsevier B.V., All rights reserved.",2014,"Gentile, U.; Mazzocca, N.; Nardone, R.; Marrone, S.",10.1109/3pgcic.2014.83,,Energy Consumption; Energy-Cost Tradeoffs; Fluid Stochastic Petri Nets; Smart Power Grid ; Automation; Computation theory; Costs; Distributed computer systems; Economic and social effects; Embedded systems; Energy efficiency; Energy utilization; Intelligent buildings; Petri nets; Random access storage; Stochastic models; Stochastic systems; Compositional modelling; Cyber physical systems (CPSs); Energy cost; Fluid Stochastic Petri Nets; Quantitative modeling; Smart energies; Stochastic Petri Nets; System engineers; Smart power grids,Scopus,Conference paper
Study of adaptive model predictive control for cyber-physical home systems,"With the inception of connected devices in smart homes, the need for user adaptive and context-aware systems have been increasing steadily. In this paper, we present an adaptive model predictive control (MPC) based controller for cyber-physical home systems (CPHS) environment. The adaptive MPC controller is integrated into the existing Energy Efficient Thermal Comfort Control (EETCC) system that was developed specifically for the experimental smart house, iHouse. The proposed adaptive MPC is designed in a real time manner for temperature reference tracking scenario where it is evaluated and verified in a CPHS simulation using raw environmental data from the iHouse. © 2018 Elsevier B.V., All rights reserved.",2019,"Ooi, S.E.; Fang, Y.; Lim, Y.; Yasuo Tan, Y.",10.1007/978-981-13-2622-6_17,Lecture Notes in Electrical Engineering,Adaptive; Cyber-physical systems; Model predictive control; Smart homes ; Automation; Controllers; Cyber Physical System; Embedded systems; Energy efficiency; Intelligent buildings; Model predictive control; Predictive control systems; User interfaces; Adaptive; Adaptive model predictive control; Connected Devices; Context-aware systems; Environmental data; Smart homes; Temperature reference; Thermal comfort control; Adaptive control systems,Scopus,Conference paper
IoT Device Sharing for Smart Building and Neighborhood Monitoring,"In modern smart home ecosystems, IoT devices play a crucial role in enhancing automation, security, and energy efficiency. However, the isolated usage of these devices within individual households limits potential of smart home environments. This paper describes the way to enable stronger connection between household groups, where devices data and events could be easily shared among trusted members relying on cloud-based solution. Technologies such as MQTT for messaging, MongoDB for data management, WISE for virtual twin representation of a physical device are integrated to complete the simulation architecture. © 2025 Elsevier B.V., All rights reserved.",2025,"Jovanovic, D.; Mackic, D.; Spasojevic, S.; Antić, M.",10.1109/zinc65316.2025.11100285,,household groups; IoT devices; MongoDB; MQTT; shared device usage; simulation architecture; WISE-twin ; Automation; Digital twin; Information management; Intelligent buildings; Internet of things; Smart devices; Smart homes; Trusted computing; Virtual reality; Automation security; Household group; IoT device; MongoDB; MQTT; Neighbourhood; Shared device usage; Simulation architecture; WISE-twin; Energy efficiency,IEEE Xplore | Scopus,Conference paper
Study of temperature control using cyber-physical system approach in home environment,"Technology advances allow us to design smart home system for the purpose of achieving high demand on occupants' comfort. In this research, we focus on building a thermal comfort controller for the existing hybrid temperature control (HTC) system, which is based on the cyber-physical system (CPS) approach. By using air-conditioner, window and curtain, our proposed controller can acquire the desired temperature while achieving high energy efficiency. We evaluate and verify our proposed controller in the cyber-physical home system environment by using MATLAB/Simulink tool and the raw data gathered from actual measurements.",2013,W. W. Shein; Z. Cheng; Y. Tan; A. O. Lim,10.1109/cpsna.2013.6614250,"2013 IEEE 1st International Conference on Cyber-Physical Systems, Networks, and Applications (CPSNA)",cyber-physical system;temperature control;hybrid system;actuator;smart house ; Heating;Actuators;Supervisory control;Temperature sensors;Mathematical model;Atmospheric modeling,IEEE Xplore,
Comfort-aware Cognitive Buildings Leveraging Deep Reinforcement Learning,This paper presents a novel approach for the management of buildings by leveraging cognitive technologies. The proposed approach exploits the Deep Reinforcement Learning paradigm to learn from both a physical and a simulated environment so as to optimize people comfort and energy consumption.,2019,F. Cicirelli; A. Guerrieri; C. Mastroianni; F. Palopoli; G. Spezzano; A. Vinci,10.1109/ds-rt47707.2019.8958661,2019 IEEE/ACM 23rd International Symposium on Distributed Simulation and Real Time Applications (DS-RT),Deep Reinforcement Learning;Smart Buildings;Energy Saving;Simulation;Cognitive Systems ; Energy consumption;Smart buildings;Energy conservation;Deep reinforcement learning;Real-time systems;Cognitive systems,IEEE Xplore,
A digital twin platform for building performance monitoring and optimization: Performance simulation and case studies,,2025,Han LiTianzhen Hong,10.1007/s12273-025-1290-2,Building Simulation,,SpringerNature,Article
Understanding the role of artificial intelligence in improving human well-being within the built environment,,2025,Asra AghaeiGiulia PedrielliTeresa WuZheng O’NeillBurçin Becerik-GerberSimi HoqueJin Wen,10.1007/s12273-025-1278-y,Building Simulation,,SpringerNature,Article
Enhancing occupant behavior representation for interoperability between building information modeling and building energy modeling,,2025,Jihoon ChungTianzhen HongJeetika MalikDennis Shelden,10.1007/s12273-025-1313-z,Building Simulation,,SpringerNature,Article
Optimizing real-time demand response in smart homes through fuzzy-based energy management and control system,,2024,İzviye Fatıma TepeErdal Irmak,10.1007/s00202-024-02613-3,Electrical Engineering,,SpringerNature,Article
Parametric modeling using the BIM methodology for the process of pathology identification in buildings,,2023,José Carlos Dos Santos JúniorJoab Manoel Almeida SantosMateus Rocha Almeida Santos,10.1007/s41024-023-00311-4,Journal of Building Pathology and Rehabilitation,,SpringerNature,Article
A performance prediction method for on-site chillers based on dynamic graph convolutional network enhanced by association rules,,2024,Qiao DengZhiwen ChenWanting ZhuZefan LiYifeng YuanWeihua Gui,10.1007/s12273-024-1136-3,Building Simulation,,SpringerNature,Article
AI for building energy modeling: A transformation,,2025,Tianzhen HongLiang Zhang,10.1007/s12273-025-1329-4,Building Simulation,,SpringerNature,Article
"An enhanced multi-sensor calibration method for heating, ventilation, and air conditioning systems without prior knowledge of fault types",,2025,Kai HuChengchu YanJunjian FangYizhe XuRui ZhangChaoqun Zhuang,10.1007/s12273-025-1272-4,Building Simulation,,SpringerNature,Article
Integration of BIM-LCC for evaluation of sustainable construction methods using AHP and entropy,,2025,Durgesh M. SolapureGayatri S. VyasRupa S. DalviChaitali K. Nikhar,10.1007/s41062-025-02349-4,Innovative Infrastructure Solutions,,SpringerNature,Article
Innovative BIM technology application in the construction management of highway,,2024,Dong ZhouBida PeiXueqin LiDing JiangLin Wen,10.1038/s41598-024-66232-5,Scientific Reports,,SpringerNature,Article
Digital twin modelling of lettuce growth under extreme earth conditions on earth: a very first step to plant growth in outer space,,2025,Shu LiangNguyen Van Duc LongStephen LantinMarc Escribà-GelonchVolker Hessel,10.1007/s10098-025-03293-8,Clean Technologies and Environmental Policy,,SpringerNature,Article
"Building sensor coverage in couture: balancing cost, coverage, and comfort",,2025,Mahdi AhmadniaMojtaba MaghrebiArezoo ShiraziAlireza Ahmadian Fard Fini,10.1038/s41598-025-21040-3,Scientific Reports,,SpringerNature,Article
From Sustainability to Regeneration: a digital framework with BIM and computational design methods,,2023,Arlind Dervishaj,10.1007/s44150-023-00094-9,"Architecture, Structures and Construction",,SpringerNature,Article
"A review of LLMs and their applications in the architecture, engineering and construction industry",,2025,Dimitrios KampelopoulosAthina TsanousaStefanos VrochidisIoannis Kompatsiaris,10.1007/s10462-025-11241-7,Artificial Intelligence Review,,SpringerNature,Article
"Beyond Data, Towards Sustainability: a&#xa0;Sydney Case Study On Urban Digital Twins",,2025,Ammar SohailBojie ShenMuhammad Aamir CheemaMohammed Eunus AliAnwaar UlhaqMuhammad Ali BabarAsama Qureshi,10.1007/s41064-025-00337-y,"PFG – Journal of Photogrammetry, Remote Sensing and Geoinformation Science",,SpringerNature,Article
AI powered blockchain framework for predictive temperature control in smart homes using wireless sensor networks and time shifted analysis,,2025,Cong FengAhmed Kateb Jumaah Al-NussairiMustafa Habeeb ChyadNarinderjit Singh Sawaran SinghJianyong YuAmirfarhad Farhadi,10.1038/s41598-025-03146-w,Scientific Reports,,SpringerNature,Article
Backscatter communication and multi-agent reinforcement learning enable low-power digital twin system for rural elderly care,,2025,Xiaoyan Guo,10.1007/s43926-025-00232-3,Discover Internet of Things,,SpringerNature,Article
"AI-big data analytics for building automation and management systems: a survey, actual challenges and future perspectives",,2022,Yassine HimeurMariam ElnourFodil FadliNader MeskinIoan PetriYacine RezguiFaycal BensaaliAbbes Amira,10.1007/s10462-022-10286-2,Artificial Intelligence Review,,SpringerNature,Article
3D modelling and simulation of thermal effects and dispersion of particles carrying infectious respiratory agents in a railway transport coach,,2025,Patrick ArmandJérémie Tâche,10.1038/s41598-024-84411-2,Scientific Reports,,SpringerNature,Article
Bridging performance gap for existing buildings: The role of calibration and the cascading effect,,2024,Sicheng ZhanMingya ZhuSiyu ChengAdrian Chong,10.1007/s12273-024-1198-2,Building Simulation,,SpringerNature,Article
Graph convolutional networks-based method for uncertainty quantification of building design loads,,2024,Jie LuZeyu ZhengChaobo ZhangYang ZhaoChenxin FengRuchi Choudhary,10.1007/s12273-024-1212-8,Building Simulation,,SpringerNature,Article
EVLearn: extending the cityLearn framework with electric vehicle simulation,,2025,Tiago FonsecaLuis Lino FerreiraBernardo CabralRicardo SeverinoKingsley NweyeDipanjan GhoseZoltan Nagy,10.1186/s42162-024-00445-w,Energy Informatics,,SpringerNature,Article
An enhanced method for design and simulation of building integrated photovoltaic plants incorporating photovoltaic resource assessment,,2025,Shuang ZhengJianbo BaiM. Waqar Akram,10.1007/s12273-025-1252-8,Building Simulation,,SpringerNature,Article
Virtual design on the heat pump refrigeration cycle: challenges and approaches,,2024,Yoon Jei HwangNoma Park,10.1007/s44189-024-00052-0,International Journal of Air-Conditioning and Refrigeration,,SpringerNature,Article
Designing automated digital safety systems for building health monitoring on construction sites,,2025,Mojtaba RezaieAydin ShishegaranHesam VaraeeMohammad Rajabalinejad,10.1007/s11709-025-1213-4,Frontiers of Structural and Civil Engineering,,SpringerNature,Article
Dynamic flow analysis and crowd management for transfer stations: a case study of Suzhou Metro,,2024,Jun ZhangQiannan AiYuling YeShejun Deng,10.1007/s12469-024-00357-8,Public Transport,,SpringerNature,Article
Innovative framework for fault detection and system resilience in hydropower operations using digital twins and deep learning,,2025,Jun TanRaoof Mohammed RadhiKimia ShiriniSina Samadi GharehveranZamen ParisoozMohsen KhosraviHossein Azarinfar,10.1038/s41598-025-98235-1,Scientific Reports,,SpringerNature,Article
An integrated framework for reducing construction carbon emissions using real-time monitoring and econometrics,,2025,Fan BaiQiyuan CaiXichuan ZhengZhenyu LeiWensha WangJia LiangJianhong GuoJianan Qi,10.1038/s41598-025-15479-7,Scientific Reports,,SpringerNature,Article
The field of human building interaction for convergent research and innovation for intelligent built environments,,2022,Burcin Becerik-GerberGale LucasAshrant AryalMohamad AwadaMario BergésSarah BillingtonOlga Boric-LubeckeAli GhahramaniArsalan HeydarianChristoph HöelscherFarrokh JazizadehAzam KhanJared LangevinRuying LiuFrederick MarksMatthew Louis MaurielloElizabeth MurnaneHaeyoung NohMarco PritoniShawn RollDavide SchaumannMirmahdi SeyedrezaeiJohn E. TaylorJie ZhaoRunhe Zhu,10.1038/s41598-022-25047-y,Scientific Reports,,SpringerNature,Article
Evaluating different levels of information on the calibration of building energy simulation models,,2024,Siyu ChengZeynep Duygu TeklerHongyuan JiaWenxin LiAdrian Chong,10.1007/s12273-024-1115-8,Building Simulation,,SpringerNature,Article
VectorNet based prediction of visitor trajectories in heritage sites using VR environmental perception,,2025,Xiang PanQing LinHuixian WeiLi GuoBrendan Harmon,10.1038/s40494-025-01922-5,npj Heritage Science,,SpringerNature,Article
Improving autonomous robotic navigation using IFC files,,2023,Muhammad A. GopeeSamuel A. PrietoBorja García de Soto,10.1007/s41693-023-00112-8,Construction Robotics,,SpringerNature,Article
Continuous Evolution of Digital Twins using the DarTwin Notation,,2024,Joost MertensStefan KlikovitsFrancis BordeleauJoachim DenilØystein Haugen,10.1007/s10270-024-01216-7,Software and Systems Modeling,,SpringerNature,Article
Spatial distributions of airborne transmission risk on commuter buses: Numerical case study using computational fluid and particle dynamics with computer-simulated persons,,2023,Sung-Jun YooAkira KurokawaKazuhiko MatsunagaKazuhide Ito,10.1007/s42757-022-0146-6,Experimental and Computational Multiphase Flow,,SpringerNature,Article
A data-driven approach to renewable energy forecasting: integrating digital twins and evolutionary computing,,2025,Sumit TripathiDinesh Chandra Pandey,10.1007/s10668-025-06457-0,"Environment, Development and Sustainability",,SpringerNature,Article
Evolution of Smart Parks and Development of Park Information Modeling (PIM): Concept and Design Application,,2025,Kaixian YangFeng ZhenShanqi Zhang,10.1007/s11769-025-1540-3,Chinese Geographical Science,,SpringerNature,Article
Optimization of architectural design and construction with integrated BIM and PLM methodologies,,2024,Shen ZhangYuchen TangYiquan ZouHao YangYufei ChenJin Liang,10.1038/s41598-024-75940-x,Scientific Reports,,SpringerNature,Article
A multidisciplinary and multiscale real-time monitoring method based on digital twin integration in workshop production,,2025,Shi-Xiong GuoSui-Fan ChenQi-Peng LiFeng-Ye PeiPeng-Ju HuangYu-Yuan XiXing-Hui Cao,10.1007/s00170-025-16545-0,The International Journal of Advanced Manufacturing Technology,,SpringerNature,Article
Towards a cyber-physical system for sustainable and smart building: a use case for optimising water consumption on a SmartCampus,,2022,Sergio BarrosoPablo BustosPedro Núñez,10.1007/s12652-021-03656-1,Journal of Ambient Intelligence and Humanized Computing,,SpringerNature,Article
Bridging cybersecurity with digital twin technology: a thematic analysis,,2025,Krishnashree AchuthanBrij B. GuptaRaghu Raman,10.1007/s10207-025-01115-y,International Journal of Information Security,,SpringerNature,Article
Generic load regulation strategy for enhancing energy efficiency of chiller plants,,2024,Hang WanYuyang GongShengwei WangYongjun SunTao XuGongsheng Huang,10.1007/s12273-024-1138-1,Building Simulation,,SpringerNature,Article
A technology readiness assessment approach for Digital Twin implementation in SMEs,,2025,Stefano de LarmelinaAlessandro Lucas da SilvaLucas Antonio Risso,10.1007/s00170-025-16370-5,The International Journal of Advanced Manufacturing Technology,,SpringerNature,Article
Clustering compression-based computation-efficient calibration method for digital twin modeling of HVAC system,,2023,Jie LuXiangning TianChenxin FengChaobo ZhangYang ZhaoYiwen ZhangZihao Wang,10.1007/s12273-023-0996-2,Building Simulation,,SpringerNature,Article
Advances in artificial intelligence and digital twin for tunnel boring machines,,2025,Guangyuan LiuYuanshou TangHuiping ZhangRunqi LiHongmei WangBright LiuSiyong ZhangHongtao ZhuDun LiuSai Ma,10.1007/s10462-025-11261-3,Artificial Intelligence Review,,SpringerNature,Article
A BIM-based simulation and evacuation assessment to improve fire safety management,,2025,Jhumana AkterSabrin SultanaMd. Mehrab HossainShuvo Dip DattaMd Tashfique Enam Tutul,10.1007/s41024-025-00716-3,Journal of Building Pathology and Rehabilitation,,SpringerNature,Article
Developing the hybrid BIM-BEM and jellyfish search optimization system for optimizing energy consumption and building installation costs,,2024,Duc Long LuongNgoc-Son TruongNgoc-Tri NgoNgoc-Quang Nguyen,10.1038/s41598-024-68021-6,Scientific Reports,,SpringerNature,Article
Design and Modeling of Intelligent Building Office and Thermal Comfort Based on Probabilistic Neural Network,,2022,Marek KciukTomasz BijokGrazia Lo Sciuto,10.1007/s42979-022-01411-7,SN Computer Science,,SpringerNature,Article
Large language models for building energy applications: Opportunities and challenges,,2025,Mingzhe LiuLiang ZhangJianli ChenWei-An ChenZhiyao YangL. James LoJin WenZheng O’Neill,10.1007/s12273-025-1235-9,Building Simulation,,SpringerNature,Article
Decoupled step-wise simulation-based energy-efficient control for industrial space cooling: Practical validation in a large-scale manufacturing plant,,2025,Dezhou KongRabee ReffatZhexuan ChenZesheng YangHaocheng MaDengfeng DuZhiang Zhang,10.1007/s12273-025-1333-8,Building Simulation,,SpringerNature,Article
BIM-driven digital twin for demolition waste management of existing residential buildings,,2025,Sakdirat KaewunruenYi-Hsuan LinYuxin Guo,10.1038/s41598-025-13938-9,Scientific Reports,,SpringerNature,Article
"Enhancing energy efficiency in educational institutions: a scalable, integrated framework for cost-effective and sustainable energy management",,2025,Abragam Siyon Sing MM. Marsaline Beno,10.1007/s10668-025-06388-w,"Environment, Development and Sustainability",,SpringerNature,Article
A real-time approach for smart building operations prediction using rule-based complex event processing and SPARQL query,,2024,Shashi Shekhar KumarRitesh ChandraSonali Agarwal,10.1007/s11227-024-06276-6,The Journal of Supercomputing,,SpringerNature,Article
"Efficiency-based Pareto Optimization of Building Energy Consumption and Thermal Comfort: A Case Study of a Residential Building in Bushehr, Iran",,2023,Masoud NasouriNavid Delgarm,10.1007/s11630-023-1933-5,Journal of Thermal Science,,SpringerNature,Article
Simulation as a Service in Data Spaces: A Digital Twin-based Approach,,2025,Luigi CoppolinoAdelaida Parreño-RodríguezAlfredo PetruoloJuan Sánchez-ValverdeAntonio F. Skarmeta-Gómez,10.1007/s41019-025-00305-x,Data Science and Engineering,,SpringerNature,Article
Integrating type-2 fuzzy logic controllers with digital twin and neural networks for advanced hydropower system management,,2025,Yali ZengZahraa Abed HusseinMustafa Habeeb ChyadAmirfarhad farhadiJianyong YuHesam Rahbarimagham,10.1038/s41598-025-89866-5,Scientific Reports,,SpringerNature,Article
Optimizing battery performance through thermal management in electric vehicles using heterogeneous ensemble learning: a study on energy efficiency and safety,,2025,Vankamamidi S. NareshAyyappa D,10.1007/s11581-025-06522-8,Ionics,,SpringerNature,Article
Feasibility of intelligent logistics management for operational efficiency in smart hospitals: a case study,,2025,Dongchao YuHanli LinXu TanJinle ZhangZehui LiuDongliang LiZhigang Wang,10.1038/s41598-025-20227-y,Scientific Reports,,SpringerNature,Article
BIM for efficiency and sustainability in construction: a case study in Indonesia,,2025,Yongki Alexander TanneDila RivanaRio RamadanShyva Farhani,10.1007/s44290-025-00228-6,Discover Civil Engineering,,SpringerNature,Article
Exploring the Sustainability Benefits of Digital Twin Technology in Achieving Resilient Smart Cities During Strong Earthquake Events,,2025,Ahed HabibMaan HabibBashar BashirHussein Bachir,10.1007/s13369-025-10017-z,Arabian Journal for Science and Engineering,,SpringerNature,Article
Digital Twin-Enabled Incident Detection and Response: A Systematic Review of Critical Infrastructures Applications,,2025,Konstantinos E. KampourakisVasileios GkioulosGeorgios KavallieratosJia-Chun Lin,10.1007/s10207-025-01113-0,International Journal of Information Security,,SpringerNature,Article
Integrating BIM for health and safety in industrial heritage restoration: a case study on gasometer refurbishment,,2025,Gürkan Emre GürcanlıTimo HartmannÖzge Akboğa Kale,10.1007/s41024-025-00593-w,Journal of Building Pathology and Rehabilitation,,SpringerNature,Article
The impact of integrating artificial intelligence and Building information modeling (BIM) systems on the development of construction methodologies,,2025,Ahmed R. Attia,10.1007/s43995-025-00193-2,Journal of Umm Al-Qura University for Engineering and Architecture,,SpringerNature,Article
Simulating nanoparticle concentration using stochastic models to improve indoor air quality in the industry,,2025,Joaquim Cebolla-AlemanyMarcel Macarulla MartíMar VianaSantiago Gasso-DomingoVerónica Moreno-MartínDavid BouVicenta San FélixRubén D. López-Carreño,10.1007/s12273-025-1245-7,Building Simulation,,SpringerNature,Article
Development of a building information model-guided post-earthquake building inspection framework using 3D synthetic environments,,2023,Nathaniel M. LevineYasutaka NarazakiBillie F. Spencer Jr.,10.1007/s11803-023-2167-y,Earthquake Engineering and Engineering Vibration,,SpringerNature,Article
Towards a digital twin for smart resilient cities: real-time fire and smoke tracking and prediction platform for community awareness (FireCom),,2025,Kijin SeongJunfeng JiaoRyan Hardesty LewisArya FarahiPaul NavrátilNate CasebeerBraniff DavisJustice JonesDev Niyogi,10.1007/s43762-025-00212-x,Computational Urban Science,,SpringerNature,Article
Time-series generative networks for synthesizing realistic scenarios in occupant-centric building simulation,,2025,Ankush ChakrabartyLuigi VanfrettiYe WangSicheng ZhanTakuma MineyukiWei-Ting TangJoel A. PaulsonVedang DeshpandeScott A. BortoffChristopher R. Laughman,10.1007/s12273-025-1260-8,Building Simulation,,SpringerNature,Article
Affordable generic digital twins for existing building environment management and an onsite deployment,,2024,Jingming LiJiaoju Wang,10.1007/s44223-024-00071-2,Architectural Intelligence,,SpringerNature,Article
Leveraging bibliometric analysis and tailored frameworks to propose a generalized digital twin architecture,,2025,Hicham AgourameTawfik MasrourMustapha El Ossmani,10.1007/s12008-025-02410-7,International Journal on Interactive Design and Manufacturing (IJIDeM),,SpringerNature,Article
Efficient and assured reinforcement learning-based building HVAC control with heterogeneous expert-guided training,,2025,Shichao XuYangyang FuYixuan WangZhuoran YangChao HuangZheng O’NeillZhaoran WangQi Zhu,10.1038/s41598-025-91326-z,Scientific Reports,,SpringerNature,Article
A devops framework for the systematic engineering and evolution of digital twins for built assets,,2025,Sara AissatJonathan BeaulieuÉrik PoirierAli MotamediJulien Gascon-SamsonFrancis Bordeleau,10.1007/s10270-025-01330-0,Software and Systems Modeling,,SpringerNature,Article
Exploring AI and quantum computing synergies in holographic counterpart frameworks for IoT security and privacy,,2025,Abdullah I. A. Alzahrani,10.1007/s11227-025-07682-0,The Journal of Supercomputing,,SpringerNature,Article
High resolution synthetic residential energy use profiles for the United States,,2023,Swapna ThorveYoung Yun BaekSamarth SwarupHenning MortveitAchla MaratheAnil VullikantiMadhav Marathe,10.1038/s41597-022-01914-1,Scientific Data,,SpringerNature,Article
Real Estate Data Marketplace,,2021,Philip TreleavenJeremy BarnettAndrew KnightWill Serrano,10.1007/s43681-021-00053-4,AI and Ethics,,SpringerNature,Article
6G and the UN SDGs: Where is the Connection?,,2021,Marja Matinmikko-BlueSeppo YrjöläPetri AhokangasKirsi OjutkangasElina Rossi,10.1007/s11277-021-09058-y,Wireless Personal Communications,,SpringerNature,Article
Cyber—physical systems development for construction applications,,2020,Chinemelu J. AnumbaAbiola AkanmuXiao YuanCongwen Kan,10.1007/s42524-020-0130-4,Frontiers of Engineering Management,,SpringerNature,Article
The Threats of Infrastructure Obsolescence to Smart Grid: A Case Study,,2020,Samuel Tweneboah-KoduahRamjee Prasad,10.1007/s11277-020-07406-y,Wireless Personal Communications,,SpringerNature,Article
Corporate digital responsibility (CDR) in construction engineering—ethical guidelines for the application of digital transformation and artificial intelligence (AI) in user practice,,2021,Bianca Weber-Lewerenz,10.1007/s42452-021-04776-1,SN Applied Sciences,,SpringerNature,Article
The Impact Mechanism and Effect Evaluation of Digital Economy Development on Regional Carbon Emission Reduction: Evidence from Provincial Panel Data in China,,2024,Chuang LiQin ZhaoLiping Wang,10.1007/s41742-024-00651-0,International Journal of Environmental Research,,SpringerNature,Article
Cyber-physical systems for structural health monitoring: sensing technologies and intelligent computing,,2021,Wael DoghriAhlem SaddoudLamia Chaari Fourati,10.1007/s11227-021-03875-5,The Journal of Supercomputing,,SpringerNature,Article
Fault Detection of a Networked Control System and Its Application to a DC Motor,,2023,Reda El AbbadiHicham Jamouli,10.1007/s12555-022-0339-6,"International Journal of Control, Automation and Systems",,SpringerNature,Article
